transaction_id,customer_id,merchant_id,timestamp,amount,currency,payment_method,transaction_type,merchant_category,device_type,operating_system,browser,IP_country,geo_latitude,geo_longitude,distance_from_home,login_duration,transaction_hour,day_of_week,weekend,international,failed_login_attempts,previous_transactions_24h,average_spending_30d,spending_change,merchant_risk,customer_risk,fraud_probability,is_fraud
T00004253,C000724,M00066,2025-11-09 11:31:00,93854.47,INR,UPI,Transfer,Healthcare,POS,Windows,Chrome,UK,-18.004455,-136.355691,236.48,376,11,Sunday,Yes,No,2,0,41426.28,12.68,0.5,Low,0.31,0
T00004254,C000035,M00015,2026-01-03 05:57:00,83170.34,INR,Debit Card,Refund,Healthcare,Mobile,Windows,Firefox,India,-72.714131,-90.86726,283.54,449,5,Saturday,Yes,No,3,14,28272.41,147.46,0.47,Low,0.39,0
T00004255,C000184,M00090,2025-04-13 12:31:00,94920.3,INR,UPI,Transfer,Travel,Desktop,macOS,Chrome,India,9.871545,-53.21795,273.28,413,12,Sunday,Yes,No,3,25,39960.94,70.98,0.35,Low,0.11,0
T00004256,C000965,M00084,2025-05-22 15:50:00,93521.87,INR,UPI,Purchase,Entertainment,Mobile,iOS,Chrome,USA,20.868672,-138.376165,298.16,558,15,Thursday,No,Yes,1,17,17318.4,1.34,0.89,Low,0.39,0
T00004257,C000042,M00115,2025-02-19 06:47:00,77258.23,INR,Wallet,Refund,Travel,Mobile,macOS,Edge,USA,-67.319038,-91.359195,487.89,373,6,Wednesday,No,Yes,5,10,4744.0,-12.37,0.6,Low,0.27,0
T00004258,C000694,M00030,2025-01-02 16:28:00,67554.56,INR,Credit Card,Purchase,Electronics,Desktop,macOS,Firefox,Canada,73.431389,9.336553,357.36,59,16,Thursday,No,No,4,1,29199.02,82.26,0.23,Medium,0.11,0
T00004259,C000049,M00152,2025-04-08 09:47:00,4319.73,INR,Wallet,Purchase,Travel,Mobile,iOS,Safari,Germany,37.870354,-126.037912,166.21,169,9,Tuesday,No,No,5,6,4133.51,93.23,0.4,Low,0.01,0
T00004260,C000291,M00051,2025-08-27 17:24:00,62899.15,INR,Wallet,Refund,Retail,Mobile,iOS,Edge,Canada,78.117533,-166.621077,177.96,33,17,Wednesday,No,Yes,2,7,15135.71,-72.72,0.45,High,0.32,0
T00004261,C000250,M00140,2025-02-16 03:05:00,68150.7,INR,Credit Card,Transfer,Retail,POS,Windows,Chrome,Germany,-37.805419,-113.507027,372.92,77,3,Sunday,Yes,No,0,23,28135.22,16.75,0.13,Medium,0.13,0
T00004262,C000302,M00116,2026-03-18 11:17:00,39071.85,INR,Debit Card,Transfer,Food,Desktop,iOS,Safari,India,-5.290637,-42.836051,193.44,244,11,Wednesday,No,Yes,1,15,26201.32,-10.01,0.18,Medium,0.01,0
T00004263,C000143,M00146,2025-02-07 22:01:00,18303.47,INR,Wallet,Purchase,Electronics,POS,iOS,Chrome,Germany,82.191119,-121.343346,473.58,597,22,Friday,No,No,4,12,4605.45,67.09,0.97,Medium,0.11,0
T00004264,C000454,M00004,2025-02-13 23:40:00,19511.75,INR,Debit Card,Refund,Grocery,Desktop,iOS,Firefox,UK,-63.820011,81.112819,176.78,294,23,Thursday,No,No,4,30,49324.5,-69.4,0.2,Low,0.31,0
T00004265,C000963,M00191,2025-07-09 13:46:00,96511.54,INR,UPI,Transfer,Electronics,Mobile,iOS,Firefox,Canada,-40.070004,23.67958,116.01,206,13,Wednesday,No,No,3,21,32034.27,115.7,0.57,Low,0.38,0
T00004266,C000327,M00002,2025-12-07 07:18:00,68736.14,INR,Wallet,Refund,Travel,Desktop,Windows,Safari,India,27.636919,-91.459241,211.03,327,7,Sunday,Yes,Yes,4,8,14058.97,68.51,0.42,High,0.25,0
T00004267,C000284,M00064,2025-04-12 07:53:00,91227.64,INR,UPI,Purchase,Retail,Desktop,Android,Firefox,India,-68.24439,58.367206,355.53,182,7,Saturday,Yes,Yes,5,27,31460.76,117.68,0.69,Low,0.14,0
T00004268,C000914,M00010,2026-02-05 19:05:00,24708.88,INR,Wallet,Refund,Entertainment,Mobile,macOS,Edge,USA,10.448693,3.086335,302.63,419,19,Thursday,No,Yes,3,30,18005.68,-36.48,0.81,High,0.19,0
T00004269,C000341,M00004,2025-04-02 13:54:00,67392.43,INR,Debit Card,Transfer,Entertainment,Desktop,iOS,Firefox,Germany,-86.440363,-92.129495,307.34,16,13,Wednesday,No,Yes,2,18,49502.65,-7.5,0.13,Medium,0.07,0
T00004270,C000493,M00121,2025-12-02 21:13:00,80245.04,INR,UPI,Purchase,Grocery,Desktop,iOS,Edge,USA,-60.901952,-95.82667,355.57,299,21,Tuesday,No,No,4,3,1313.44,132.08,1.0,Medium,0.17,0
T00004271,C000904,M00087,2026-01-16 01:18:00,23475.68,INR,UPI,Refund,Food,POS,Android,Safari,Germany,9.759326,-69.743556,295.43,253,1,Friday,No,No,4,23,42620.98,-31.52,0.92,Medium,0.07,0
T00004272,C000382,M00167,2025-04-30 02:38:00,6196.04,INR,Wallet,Refund,Electronics,POS,iOS,Firefox,USA,47.655705,-101.359968,426.51,67,2,Wednesday,No,Yes,3,0,49870.1,54.4,0.69,High,0.17,0
T00004273,C000730,M00092,2025-09-29 22:18:00,72954.63,INR,Credit Card,Refund,Food,Mobile,Android,Firefox,Canada,16.858497,-4.263746,455.17,219,22,Monday,No,Yes,2,0,13504.38,61.64,0.76,Medium,0.12,0
T00004274,C000923,M00034,2026-02-07 19:55:00,56926.38,INR,Wallet,Purchase,Retail,Mobile,Windows,Safari,Germany,8.351895,-75.232936,120.58,286,19,Saturday,Yes,Yes,0,23,19818.8,51.6,0.1,High,0.05,0
T00004275,C000017,M00162,2025-06-28 18:47:00,66733.02,INR,Credit Card,Purchase,Healthcare,POS,macOS,Firefox,Germany,-27.084625,-21.963582,353.66,483,18,Saturday,Yes,No,3,26,32523.45,128.23,0.83,Medium,0.01,0
T00004276,C000785,M00122,2025-04-07 03:32:00,31461.35,INR,Credit Card,Purchase,Healthcare,POS,Android,Chrome,USA,73.880682,111.140951,436.44,75,3,Monday,No,Yes,4,22,40696.29,91.39,0.73,High,0.05,0
T00004277,C000668,M00035,2025-06-08 22:27:00,41279.02,INR,Wallet,Refund,Grocery,Desktop,iOS,Chrome,USA,70.642923,-74.882755,461.11,267,22,Sunday,Yes,Yes,3,15,42361.16,-0.94,0.83,Medium,0.18,0
T00004278,C000406,M00147,2025-07-25 12:40:00,75777.69,INR,UPI,Refund,Entertainment,POS,Windows,Firefox,India,-68.626951,106.768859,435.49,376,12,Friday,No,Yes,0,12,612.94,90.93,0.89,Low,0.2,0
T00004279,C000433,M00069,2025-09-27 16:29:00,85962.61,INR,Credit Card,Purchase,Grocery,POS,macOS,Firefox,India,-32.407916,-30.459408,462.29,383,16,Saturday,Yes,Yes,4,22,19064.5,22.96,0.53,Low,0.15,0
T00004280,C000808,M00139,2025-07-29 02:02:00,94320.97,INR,Debit Card,Refund,Food,POS,Android,Firefox,UK,-67.239497,10.932821,230.27,257,2,Tuesday,No,No,2,23,46192.26,-23.82,0.13,Medium,0.31,0
T00004281,C000543,M00060,2025-04-12 09:15:00,93625.27,INR,Debit Card,Transfer,Food,POS,Windows,Safari,India,17.996077,-128.606868,294.14,435,9,Saturday,Yes,No,4,10,12693.04,-36.81,0.91,Low,0.33,0
T00004282,C000158,M00101,2025-08-24 16:22:00,86795.51,INR,Wallet,Purchase,Electronics,POS,iOS,Edge,USA,-0.587543,159.40808,249.78,335,16,Sunday,Yes,No,3,23,11454.76,64.49,0.07,Medium,0.82,1
T00004283,C000156,M00151,2025-04-10 07:39:00,97756.86,INR,Wallet,Purchase,Grocery,POS,Windows,Firefox,Canada,37.439817,-41.358053,4.32,34,7,Thursday,No,No,1,26,11655.24,5.76,0.55,Low,0.21,0
T00004284,C000289,M00191,2025-06-17 03:26:00,93149.23,INR,Credit Card,Purchase,Travel,Mobile,Android,Edge,UK,61.098541,13.668917,262.12,481,3,Tuesday,No,No,1,24,7413.78,-60.36,0.35,Low,0.23,0
T00004285,C000605,M00096,2026-04-13 10:45:00,84992.07,INR,Wallet,Purchase,Entertainment,POS,Windows,Chrome,UK,-6.259933,105.24988,157.9,313,10,Monday,No,Yes,0,4,10232.27,145.7,0.14,Low,0.28,0
T00004286,C000905,M00118,2025-03-21 05:35:00,96071.87,INR,Credit Card,Purchase,Electronics,POS,iOS,Safari,Germany,53.908905,15.376343,454.13,64,5,Friday,No,No,1,0,16803.35,77.46,0.73,High,0.34,0
T00004287,C000570,M00158,2025-11-24 08:51:00,83578.35,INR,UPI,Transfer,Travel,POS,macOS,Safari,UK,-22.547781,-73.597686,245.89,246,8,Monday,No,Yes,3,3,11503.99,136.06,0.79,High,0.11,0
T00004288,C000488,M00098,2025-03-07 20:44:00,21483.77,INR,Wallet,Refund,Entertainment,Desktop,Android,Edge,USA,28.521694,-25.444242,456.23,519,20,Friday,No,Yes,3,14,12026.78,64.4,0.84,High,0.14,0
T00004289,C000227,M00047,2025-10-03 22:30:00,41124.81,INR,Debit Card,Transfer,Retail,Desktop,iOS,Edge,USA,21.356519,49.127861,437.3,294,22,Friday,No,No,2,1,19017.64,126.69,0.93,High,0.23,0
T00004290,C000526,M00086,2025-11-04 15:12:00,79553.88,INR,Wallet,Refund,Grocery,POS,Windows,Edge,Canada,-8.552576,92.355113,443.08,394,15,Tuesday,No,No,2,2,38599.0,-35.39,0.79,Low,0.26,0
T00004291,C000595,M00019,2026-03-21 16:18:00,99493.67,INR,Wallet,Transfer,Electronics,Desktop,macOS,Safari,USA,86.001787,-16.738622,316.66,566,16,Saturday,Yes,Yes,3,16,20975.27,-72.01,0.25,Medium,0.08,0
T00004292,C000982,M00049,2025-05-31 17:12:00,81398.07,INR,Debit Card,Refund,Entertainment,Desktop,macOS,Safari,USA,38.923156,177.502832,94.44,523,17,Saturday,Yes,No,5,28,35984.98,112.73,0.41,Low,0.19,0
T00004293,C000592,M00195,2025-09-26 05:25:00,12910.66,INR,Credit Card,Purchase,Entertainment,Mobile,macOS,Edge,Germany,13.989603,-45.267321,229.81,299,5,Friday,No,Yes,2,21,31095.31,-25.33,0.93,High,0.38,0
T00004294,C000013,M00096,2025-05-29 09:06:00,67004.16,INR,UPI,Transfer,Travel,Mobile,iOS,Edge,Canada,-33.690663,98.008809,483.43,155,9,Thursday,No,No,5,28,12447.07,-28.95,0.57,Medium,0.38,0
T00004295,C000115,M00044,2025-04-03 00:30:00,65575.33,INR,Wallet,Transfer,Travel,POS,iOS,Edge,USA,47.095135,-109.206008,52.29,395,0,Thursday,No,No,4,15,37769.41,93.81,0.4,High,0.18,0
T00004296,C000011,M00125,2025-02-08 09:17:00,26877.45,INR,UPI,Refund,Retail,Desktop,iOS,Safari,India,35.29436,69.346872,146.91,225,9,Saturday,Yes,No,1,19,1716.63,56.49,0.58,Low,0.03,0
T00004297,C000517,M00198,2025-02-14 23:43:00,99483.99,INR,Debit Card,Refund,Retail,POS,Android,Safari,Germany,-19.638397,102.376968,275.68,31,23,Friday,No,No,1,7,26042.95,-19.9,0.75,High,0.16,0
T00004298,C000081,M00137,2025-07-10 23:12:00,12863.12,INR,Debit Card,Transfer,Grocery,POS,iOS,Safari,USA,1.999875,164.847846,60.52,120,23,Thursday,No,Yes,5,3,39325.34,148.85,0.26,Medium,0.02,0
T00004299,C000362,M00154,2025-04-22 00:38:00,22034.44,INR,Credit Card,Refund,Food,Desktop,Android,Firefox,UK,54.782434,50.184894,16.21,211,0,Tuesday,No,No,2,24,41377.41,142.98,0.91,Low,0.39,0
T00004300,C000671,M00148,2025-05-10 01:14:00,52865.91,INR,Credit Card,Purchase,Travel,Mobile,Windows,Edge,Canada,-28.023302,-0.768217,176.18,529,1,Saturday,Yes,No,4,17,15605.96,67.13,0.67,Low,0.21,0
T00004301,C000090,M00156,2025-04-14 08:01:00,80430.0,INR,Credit Card,Transfer,Food,Mobile,macOS,Safari,Canada,3.520461,-50.322277,117.9,481,8,Monday,No,Yes,3,26,6229.41,142.36,0.05,High,0.12,0
T00004302,C000619,M00197,2025-07-24 12:09:00,140.99,INR,Wallet,Purchase,Grocery,Mobile,Android,Chrome,USA,30.362482,-146.355538,61.01,203,12,Thursday,No,No,2,4,32963.17,113.91,0.36,Low,0.06,0
T00004303,C000455,M00174,2025-09-14 23:37:00,14618.02,INR,Debit Card,Transfer,Healthcare,POS,Windows,Chrome,Germany,76.855322,117.251905,225.85,213,23,Sunday,Yes,Yes,1,2,8734.52,94.58,0.13,Low,0.02,0
T00004304,C000506,M00091,2025-05-07 20:15:00,80060.86,INR,UPI,Transfer,Grocery,Mobile,Windows,Firefox,Canada,59.681097,20.545934,157.56,7,20,Wednesday,No,No,1,14,39993.13,21.98,0.39,High,0.14,0
T00004305,C000611,M00058,2025-07-29 04:04:00,81191.3,INR,Debit Card,Transfer,Retail,POS,iOS,Chrome,USA,64.439893,-176.685282,403.02,284,4,Tuesday,No,Yes,1,24,38012.67,-75.94,0.24,Medium,0.34,0
T00004306,C000172,M00040,2025-03-04 10:35:00,90467.82,INR,Credit Card,Purchase,Healthcare,POS,Android,Edge,USA,-84.619131,96.585643,498.85,487,10,Tuesday,No,Yes,2,25,24198.51,14.55,0.84,Medium,0.22,0
T00004307,C000402,M00152,2025-04-11 01:57:00,92313.37,INR,Debit Card,Purchase,Grocery,POS,Android,Firefox,UK,-80.105328,-114.15167,93.31,428,1,Friday,No,No,5,4,20861.56,-52.66,0.81,Medium,0.4,0
T00004308,C000556,M00097,2025-10-03 05:09:00,96902.76,INR,UPI,Refund,Electronics,POS,iOS,Safari,Canada,-11.150221,-160.791315,68.59,145,5,Friday,No,No,3,10,35556.53,-25.65,0.2,Low,0.28,0
T00004309,C000141,M00113,2025-09-01 12:22:00,92195.62,INR,UPI,Purchase,Grocery,POS,iOS,Firefox,India,17.068477,-30.73798,423.52,77,12,Monday,No,No,2,26,13824.49,145.18,0.89,Low,0.25,0
T00004310,C000358,M00169,2025-04-06 15:45:00,45053.85,INR,Wallet,Purchase,Healthcare,Mobile,iOS,Firefox,UK,-77.728208,99.570609,138.75,218,15,Sunday,Yes,No,5,0,15192.47,35.8,0.13,Medium,0.1,0
T00004311,C000010,M00147,2025-02-25 15:35:00,79633.07,INR,Wallet,Refund,Healthcare,Mobile,iOS,Safari,USA,66.497623,-101.089292,55.0,328,15,Tuesday,No,No,0,13,6971.28,18.51,0.61,High,0.14,0
T00004312,C000435,M00012,2025-06-18 21:46:00,51506.26,INR,UPI,Transfer,Healthcare,Mobile,Android,Firefox,India,-48.122666,-41.825975,160.1,142,21,Wednesday,No,Yes,1,18,20198.59,-58.72,0.59,High,0.37,0
T00004313,C000729,M00175,2025-12-09 01:17:00,15361.96,INR,Debit Card,Transfer,Retail,POS,iOS,Chrome,UK,-46.176008,76.740336,485.01,134,1,Tuesday,No,Yes,5,24,29427.56,128.81,0.5,Medium,0.19,0
T00004314,C000452,M00092,2025-11-07 11:37:00,81243.7,INR,UPI,Transfer,Healthcare,Mobile,macOS,Firefox,Germany,-78.295938,11.405834,457.9,88,11,Friday,No,No,5,8,2316.71,32.16,0.82,Medium,0.37,0
T00004315,C000729,M00182,2026-01-26 04:16:00,96139.54,INR,Credit Card,Purchase,Healthcare,Mobile,macOS,Chrome,Germany,-70.923941,-98.471365,426.22,379,4,Monday,No,No,0,15,18058.15,-65.34,0.41,Low,0.3,0
T00004316,C000324,M00056,2025-08-03 00:41:00,79572.87,INR,Debit Card,Transfer,Grocery,Mobile,Windows,Firefox,India,-64.09914,113.680925,489.06,177,0,Sunday,Yes,Yes,4,10,29630.57,-61.78,0.47,High,0.15,0
T00004317,C000346,M00199,2026-03-10 18:18:00,91859.53,INR,UPI,Refund,Grocery,POS,iOS,Firefox,USA,-67.977059,-155.282201,31.65,316,18,Tuesday,No,Yes,2,23,8785.84,-26.85,0.81,Low,0.23,0
T00004318,C000110,M00064,2025-08-08 22:31:00,27219.7,INR,Debit Card,Purchase,Food,Desktop,macOS,Chrome,Canada,83.052985,122.982492,266.3,570,22,Friday,No,Yes,5,21,41304.29,104.56,0.39,High,0.04,0
T00004319,C000192,M00001,2026-05-01 08:25:00,5813.51,INR,Debit Card,Purchase,Food,POS,iOS,Edge,India,-17.12359,128.004824,426.48,346,8,Friday,No,Yes,1,7,6270.64,-9.51,0.51,High,0.21,0
T00004320,C000520,M00171,2025-02-09 10:03:00,84271.54,INR,UPI,Refund,Healthcare,Desktop,Windows,Safari,Canada,-74.416499,32.267829,315.92,595,10,Sunday,Yes,Yes,4,10,37534.58,140.89,0.92,Low,0.37,0
T00004321,C000390,M00030,2025-11-06 01:25:00,82349.86,INR,Credit Card,Purchase,Entertainment,Mobile,iOS,Safari,India,-83.497053,-61.786741,273.87,344,1,Thursday,No,No,4,7,11585.59,109.35,0.16,Low,0.39,0
T00004322,C000683,M00118,2025-07-15 06:29:00,35771.26,INR,Credit Card,Transfer,Food,POS,macOS,Edge,Canada,-41.812345,-91.496651,290.03,388,6,Tuesday,No,Yes,4,23,3202.67,28.04,0.5,Low,0.15,0
T00004323,C000874,M00199,2025-03-23 15:59:00,49013.18,INR,UPI,Purchase,Retail,POS,Android,Chrome,UK,32.694958,162.0489,202.0,216,15,Sunday,Yes,No,2,10,28050.71,5.73,0.74,Low,0.04,0
T00004324,C000536,M00187,2025-08-08 09:32:00,57969.24,INR,Debit Card,Refund,Grocery,Mobile,iOS,Safari,UK,85.557338,154.942665,173.91,317,9,Friday,No,Yes,4,19,12744.91,47.38,0.98,Medium,0.09,0
T00004325,C000447,M00093,2026-02-10 10:06:00,41776.74,INR,UPI,Refund,Entertainment,POS,iOS,Safari,India,-81.807831,-177.962196,250.19,317,10,Tuesday,No,Yes,2,19,4964.05,-1.21,0.82,High,0.08,0
T00004326,C000756,M00015,2026-01-03 14:03:00,40605.56,INR,Wallet,Transfer,Healthcare,Desktop,iOS,Safari,UK,42.380319,160.902401,395.26,503,14,Saturday,Yes,No,5,18,31385.8,99.43,0.1,Low,0.02,0
T00004327,C000091,M00086,2025-09-29 15:57:00,7647.69,INR,Wallet,Purchase,Healthcare,Desktop,Windows,Firefox,USA,-19.679849,154.09658,249.7,497,15,Monday,No,No,4,8,12687.39,0.41,0.75,High,0.06,0
T00004328,C000436,M00027,2026-03-16 16:32:00,62853.37,INR,Credit Card,Purchase,Food,Desktop,Android,Firefox,Germany,16.357325,93.512021,263.95,71,16,Monday,No,Yes,3,17,35234.43,109.04,0.03,Medium,0.4,0
T00004329,C000230,M00164,2025-01-03 15:05:00,41350.51,INR,Wallet,Transfer,Electronics,POS,macOS,Edge,USA,30.26571,131.623084,339.5,39,15,Friday,No,No,2,28,22989.99,-13.95,0.43,High,0.12,0
T00004330,C000365,M00107,2026-02-15 20:34:00,43903.85,INR,Debit Card,Transfer,Grocery,Desktop,macOS,Safari,USA,-37.20063,-177.780681,61.2,79,20,Sunday,Yes,No,0,25,39755.95,140.62,0.93,Low,0.0,0
T00004331,C000753,M00028,2025-05-06 18:00:00,31399.14,INR,Credit Card,Purchase,Travel,Desktop,Android,Chrome,USA,31.58524,-126.487526,248.36,471,18,Tuesday,No,No,1,29,27497.16,33.42,0.54,High,0.16,0
T00004332,C000772,M00039,2025-12-20 21:51:00,17612.37,INR,UPI,Purchase,Entertainment,Desktop,iOS,Edge,India,-31.324386,118.486378,149.42,336,21,Saturday,Yes,No,2,12,35268.06,7.92,0.37,Low,0.17,0
T00004333,C000242,M00193,2025-04-05 11:00:00,73383.9,INR,Debit Card,Refund,Food,POS,macOS,Edge,UK,82.195609,146.420784,255.14,83,11,Saturday,Yes,Yes,3,21,29464.52,25.28,0.31,Low,0.97,1
T00004334,C000038,M00088,2025-12-08 18:32:00,7497.04,INR,Credit Card,Transfer,Retail,POS,Windows,Edge,Canada,-31.191515,-6.382622,135.28,291,18,Monday,No,Yes,0,14,1939.74,45.66,0.73,Low,0.01,0
T00004335,C000055,M00096,2026-01-08 06:07:00,80342.86,INR,Credit Card,Purchase,Retail,POS,iOS,Chrome,India,-33.958621,-63.900304,92.52,141,6,Thursday,No,No,2,2,35966.31,-40.17,0.72,Medium,0.01,0
T00004336,C000389,M00094,2025-03-01 02:24:00,49077.58,INR,Credit Card,Purchase,Travel,Desktop,macOS,Firefox,Germany,-17.793932,-28.725709,12.41,41,2,Saturday,Yes,No,4,9,19709.41,99.43,0.94,Low,0.2,0
T00004337,C000049,M00070,2025-03-16 08:53:00,42233.12,INR,Wallet,Transfer,Entertainment,Desktop,Android,Firefox,India,-0.714498,-122.036062,71.24,487,8,Sunday,Yes,No,0,23,9645.45,133.7,0.0,High,0.16,0
T00004338,C000753,M00115,2026-04-05 09:30:00,56558.43,INR,UPI,Transfer,Retail,POS,Android,Firefox,India,-1.980544,13.701773,46.17,195,9,Sunday,Yes,Yes,0,17,27200.92,-59.75,0.52,Medium,0.24,0
T00004339,C000548,M00166,2026-01-19 12:09:00,17171.34,INR,Wallet,Purchase,Healthcare,Mobile,macOS,Firefox,UK,70.327157,-106.03802,30.8,367,12,Monday,No,Yes,0,4,30135.81,-46.51,0.92,Medium,0.27,0
T00004340,C000985,M00147,2026-01-29 10:31:00,84705.75,INR,Credit Card,Transfer,Travel,Mobile,iOS,Chrome,USA,7.601699,-134.720462,236.83,374,10,Thursday,No,Yes,5,11,36173.97,-48.02,0.87,Low,0.15,0
T00004341,C000164,M00083,2026-04-20 17:54:00,31910.34,INR,Credit Card,Transfer,Electronics,POS,Windows,Chrome,Canada,-33.613561,-89.337718,67.35,545,17,Monday,No,Yes,3,19,7581.36,96.48,0.05,Low,0.31,0
T00004342,C000221,M00184,2025-12-21 11:10:00,29948.03,INR,UPI,Refund,Electronics,POS,Windows,Chrome,UK,39.355486,-117.54986,86.73,251,11,Sunday,Yes,Yes,4,0,27886.53,70.61,0.78,High,0.24,0
T00004343,C000203,M00023,2025-09-16 19:45:00,41478.69,INR,UPI,Transfer,Food,Desktop,Windows,Firefox,Germany,20.667542,96.538358,67.48,342,19,Tuesday,No,Yes,3,17,9056.24,-65.11,0.08,High,0.01,0
T00004344,C000189,M00102,2025-10-02 08:33:00,54324.56,INR,Debit Card,Refund,Retail,Desktop,iOS,Safari,India,10.452725,-85.311462,310.38,548,8,Thursday,No,No,3,3,34557.11,73.0,0.81,Medium,0.37,0
T00004345,C000450,M00118,2026-04-30 11:29:00,88909.01,INR,Wallet,Refund,Healthcare,POS,Android,Firefox,USA,-88.300179,174.50457,432.84,127,11,Thursday,No,Yes,5,1,40278.81,-65.6,0.84,High,0.3,0
T00004346,C000495,M00072,2025-04-19 07:47:00,45583.34,INR,Debit Card,Purchase,Electronics,Mobile,Android,Edge,Canada,-0.572791,3.566994,489.24,405,7,Saturday,Yes,Yes,5,30,27245.41,-19.97,0.6,Medium,0.32,0
T00004347,C000116,M00138,2025-05-18 02:36:00,19298.82,INR,Wallet,Purchase,Grocery,Desktop,iOS,Firefox,USA,-72.858487,91.739228,125.3,240,2,Sunday,Yes,Yes,3,19,36470.31,6.36,0.36,Low,0.09,0
T00004348,C000044,M00166,2025-07-20 18:44:00,83846.24,INR,Debit Card,Transfer,Retail,Mobile,iOS,Chrome,USA,74.496751,158.54845,391.4,546,18,Sunday,Yes,No,4,28,20356.11,-2.25,0.23,High,0.04,0
T00004349,C000725,M00145,2025-05-08 18:13:00,64129.3,INR,Wallet,Purchase,Travel,POS,macOS,Firefox,USA,-80.626378,78.370474,189.99,514,18,Thursday,No,No,2,8,18567.9,4.94,0.98,Medium,0.11,0
T00004350,C000311,M00038,2025-12-16 11:09:00,54302.66,INR,Credit Card,Purchase,Healthcare,POS,Windows,Firefox,USA,41.098087,-96.340583,76.01,145,11,Tuesday,No,No,4,28,17638.96,-59.02,0.06,Low,0.16,0
T00004351,C000225,M00126,2025-10-29 09:55:00,46684.81,INR,UPI,Purchase,Entertainment,Mobile,iOS,Safari,USA,-9.920247,177.933906,20.29,565,9,Wednesday,No,Yes,0,0,13754.32,85.94,0.4,Medium,0.31,0
T00004352,C000736,M00138,2025-04-09 08:56:00,60040.99,INR,Credit Card,Transfer,Food,POS,Android,Firefox,Germany,35.455749,-8.285241,122.31,450,8,Wednesday,No,Yes,3,21,36684.76,-2.61,0.9,High,0.14,0
T00004353,C000740,M00001,2026-04-25 19:56:00,42901.63,INR,Debit Card,Transfer,Food,Mobile,macOS,Edge,USA,-66.409819,-40.539867,335.18,564,19,Saturday,Yes,No,1,0,34000.84,8.07,0.35,Low,0.01,0
T00004354,C000954,M00028,2026-02-25 11:25:00,56756.23,INR,UPI,Purchase,Entertainment,Desktop,macOS,Firefox,Germany,-22.282667,-115.179929,338.52,523,11,Wednesday,No,No,1,20,28679.45,79.1,0.86,Low,0.83,1
T00004355,C000017,M00165,2025-07-30 17:29:00,49943.55,INR,Wallet,Purchase,Entertainment,Mobile,Android,Chrome,UK,-31.777345,-7.945242,349.62,165,17,Wednesday,No,No,1,28,3919.52,65.7,0.52,Low,0.09,0
T00004356,C000912,M00012,2025-01-05 00:07:00,82810.93,INR,UPI,Refund,Healthcare,POS,Windows,Edge,USA,-64.452856,-88.682062,361.88,167,0,Sunday,Yes,Yes,0,13,42156.33,137.28,0.17,Low,0.18,0
T00004357,C000870,M00038,2026-04-19 23:55:00,21746.59,INR,Credit Card,Purchase,Healthcare,Desktop,macOS,Chrome,Canada,58.16084,151.044185,475.59,43,23,Sunday,Yes,No,1,17,46131.46,-47.79,0.64,Low,0.63,1
T00004358,C000601,M00067,2025-06-28 21:13:00,72987.32,INR,Wallet,Purchase,Healthcare,Desktop,macOS,Edge,USA,35.269671,165.357767,120.37,335,21,Saturday,Yes,Yes,1,22,28535.94,-54.43,0.52,High,0.18,0
T00004359,C000471,M00077,2025-03-26 15:04:00,9776.77,INR,Credit Card,Transfer,Grocery,Mobile,Windows,Edge,UK,81.463879,15.218737,401.44,470,15,Wednesday,No,Yes,0,10,25135.6,-40.3,0.48,Low,0.0,0
T00004360,C000707,M00195,2026-02-07 06:06:00,53610.71,INR,Debit Card,Transfer,Retail,Desktop,Android,Edge,Canada,25.171208,105.099908,36.69,491,6,Saturday,Yes,No,1,23,17056.94,4.58,0.5,High,0.2,0
T00004361,C000484,M00074,2025-07-09 04:16:00,76495.36,INR,UPI,Refund,Travel,Mobile,Android,Edge,Germany,-80.769097,66.299485,245.92,46,4,Wednesday,No,Yes,4,16,39476.96,65.0,0.72,High,0.17,0
T00004362,C000259,M00114,2025-09-16 02:32:00,92333.7,INR,Credit Card,Refund,Retail,Desktop,Android,Safari,India,-89.291241,-124.0327,263.28,61,2,Tuesday,No,No,3,7,3890.69,-47.46,0.63,Low,0.68,1
T00004363,C000556,M00164,2025-02-20 17:13:00,18146.72,INR,UPI,Refund,Retail,Mobile,Android,Firefox,UK,-62.00143,-82.948162,74.88,35,17,Thursday,No,No,3,0,7439.72,32.35,0.32,Low,0.33,0
T00004364,C000255,M00132,2025-02-11 17:17:00,89229.45,INR,UPI,Purchase,Food,Mobile,macOS,Chrome,Germany,64.684389,66.263806,316.41,445,17,Tuesday,No,No,2,25,11600.61,120.61,0.72,Medium,0.35,0
T00004365,C000093,M00188,2026-02-18 20:00:00,35691.16,INR,Wallet,Purchase,Food,Desktop,Windows,Edge,Germany,-4.766019,-95.111493,87.55,239,20,Wednesday,No,Yes,0,6,22967.2,75.46,0.79,Medium,0.33,0
T00004366,C000435,M00158,2026-02-05 13:45:00,94586.14,INR,Wallet,Transfer,Grocery,Desktop,Windows,Edge,Germany,22.855928,109.063285,470.33,570,13,Thursday,No,No,1,16,35436.76,-66.67,0.96,Low,0.05,0
